genres,release_date,tags,specs,price,sentiment,metascore
"['Action', 'Casual']",2015-04-22,"['Casual', 'Action', 'Local Co-Op', 'Puzzle-Platformer', 'Platformer', 'Difficult']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,Very Positive,81
"['Action', 'Indie', 'RPG']",2015-04-23,"['Rhythm', 'Rogue-like', 'Great Soundtrack', 'Pixel Graphics', 'Indie', 'Female Protagonist', 'Dungeon Crawler', 'Difficult', 'Music', 'RPG', 'Local Co-Op', 'Rogue-lite', 'Action', '2D', 'Procedural Generation', 'Adventure', 'Singleplayer', 'Co-op', 'Fantasy', 'Retro']","['Single-player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,Overwhelmingly Positive,87
"['Action', 'Simulation']",2004-02-05,"['Action', 'Simulation']","['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",3.99,Mixed,56
"['RPG', 'Simulation', 'Strategy']",2015-04-24,"['Strategy', 'RPG', 'Management', 'Fantasy', 'Dungeon Crawler', 'Simulation', 'Comedy', 'RTS', 'Villain Protagonist', 'Multiplayer', 'Singleplayer', 'Competitive', 'Funny', 'Top-Down']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,Mostly Positive,70
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015-05-05,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']","['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']",0.0,Very Positive,77
"['Adventure', 'Indie']",2015-05-06,"['Indie', 'Adventure', 'Music', 'Great Soundtrack', 'Puzzle-Platformer', '3D Platformer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available']",4.99,Mostly Positive,47
"['Indie', 'Sports']",2014-03-07,"['Sports', 'Golf', 'Indie', 'Steampunk', 'Mini Golf', 'Local Multiplayer', 'Singleplayer', 'Multiplayer', 'Dystopian', 'Psychological Horror']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,Mixed,63
"['Action', 'Casual', 'Indie']",2015-05-11,"['Indie', 'Casual', 'Action', 'Rhythm', 'Music', 'Great Soundtrack', 'Colorful', 'Platformer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Very Positive,68
"['Action', 'Indie', 'Racing']",2015-05-11,"['Racing', 'Action', 'Indie', 'Platformer', 'Multiplayer']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Steam Turn Notifications', 'Includes level editor']",14.99,Very Positive,74
"['Action', 'Adventure', 'Indie', 'RPG']",2015-05-12,"['Pirates', 'Naval', 'Adventure', 'RPG', 'Sandbox', 'Indie', 'Multiplayer', 'Action', 'Trading', 'Open World', 'Co-op', 'Strategy', 'Procedural Generation', 'Singleplayer', 'Sailing', 'Atmospheric', 'Exploration', 'MMORPG', 'Economy', 'Choose Your Own Adventure']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,Very Positive,61
"['Indie', 'Strategy']",2015-05-14,"['Strategy', 'Space', 'Turn-Based Strategy', '4X', 'Sci-fi', 'Turn-Based', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Simulation', 'Moddable', 'Exploration', 'Replay Value', 'Hex Grid', 'Open World', 'Indie', 'Lore-Rich', 'Adventure', 'Sandbox', 'Management']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",29.99,Mostly Positive,81
"['Action', 'Indie']",2015-05-20,"['Indie', 'Stealth', 'Cyberpunk', 'First-Person', 'Action', 'Female Protagonist', 'Story Rich', 'Great Soundtrack', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",17.99,Very Positive,62
"['Action', 'Adventure', 'Indie', 'RPG']",2015-05-22,"['RPG', 'Action', 'Adventure', 'Indie', 'Hack and Slash', 'Action RPG', 'Co-op', 'Singleplayer', 'Isometric', 'Multiplayer']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,Mixed,64
"['Action', 'Adventure', 'Indie']",2015-05-26,"['Indie', 'Adventure', 'Action', '2D', 'Platformer', 'Local Co-Op', 'Multiplayer', 'Co-op', 'Puzzle-Platformer', 'Puzzle', 'Atmospheric', 'Difficult', 'Casual']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,Very Positive,79
"['Action', 'Indie']",2015-05-26,"['Action', 'Indie']","['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",5.99,Positive,85
"['Indie', 'Simulation']",2015-05-28,"['Simulation', 'Indie', 'Puzzle', 'Space', 'Physics']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",9.99,Mostly Positive,73
"['Adventure', 'Indie']",2015-05-28,"['Atmospheric', 'Puzzle', 'Exploration', 'Indie', 'First-Person', 'Adventure', 'Mystery', 'Horror', 'Great Soundtrack', 'Singleplayer', 'Walking Simulator', 'Short', 'Psychological Horror']","['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",14.99,Mostly Positive,72
"['Indie', 'Strategy']",2015-06-01,"['Strategy', 'Turn-Based', 'Indie', 'Tactical', 'Turn-Based Tactics', 'Fantasy', 'Singleplayer', 'Kickstarter', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",19.99,Mostly Positive,73
"['Action', 'Indie']",2015-06-01,"['Gore', 'Violent', 'Action', 'Dark', 'Mature', 'Shooter', 'Indie', 'Isometric', 'Singleplayer', 'Villain Protagonist', 'Twin Stick Shooter', 'Open World', 'Psychological Horror', 'Horror', 'Third-Person Shooter', 'Dark Humor', 'Top-Down Shooter', 'Survival', 'Difficult', 'Dark Fantasy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",8.99,Mostly Positive,43
"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",2015-06-04,"['Casual', 'Indie', 'Strategy', 'Action', 'Match 3', 'RPG', 'Pixel Graphics', 'Puzzle', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Steam Cloud']",4.99,Very Positive,71
"['Action', 'Indie']",2015-06-04,"['Multiplayer', 'Action', 'Pixel Graphics', 'Funny', 'Local Multiplayer', '2D', 'Platformer', '4 Player Local', 'Indie', 'Retro', 'Great Soundtrack', 'Comedy', 'Shooter', 'Fast-Paced', 'Memes', 'Competitive', 'Local Co-Op', 'Co-op', 'Casual', '1980s']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",12.99,Overwhelmingly Positive,82
"['Action', 'Indie', 'Strategy']",2015-06-04,"['Indie', 'Action', 'Heist', 'Strategy', 'Top-Down', 'Crime', 'Tactical', 'Stealth', 'Singleplayer', '2D', 'Retro', 'Great Soundtrack', 'Loot', 'Puzzle']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,Mixed,68
"['Action', 'Adventure']",2015-06-11,"['LEGO', 'Dinosaurs', 'Adventure', 'Open World', 'Action', 'Funny', 'Comedy', 'Multiplayer', 'Co-op', 'Singleplayer', 'Family Friendly', 'Puzzle', 'Local Co-Op', 'Third Person', 'Movie', 'Historical', 'Atmospheric', 'Building', 'Simulation', 'Controller']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,Very Positive,72
"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,"['Multiplayer', 'Racing', 'Soccer', 'Sports', 'Competitive', 'Team-Based', 'Online Co-Op', 'Football', 'Action', 'Co-op', 'Fast-Paced', 'Funny', 'Local Multiplayer', 'Great Soundtrack', 'Split Screen', 'Local Co-Op', 'Singleplayer', '4 Player Local', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",19.99,Very Positive,86
"['Racing', 'Sports']",2015-07-09,"['Racing', 'Sports', 'Simulation', 'Driving', 'Realistic', 'Multiplayer', 'Singleplayer']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",39.99,Mixed,61
['Casual'],2016-07-19,"['Casual', 'Puzzle', 'Music']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,Mostly Positive,85
"['Indie', 'Simulation']",2015-07-13,"['Indie', 'Simulation', 'Management', 'Casual', 'Funny', 'Singleplayer', 'RPG', 'Crafting']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,Mostly Positive,69
"['Free to Play', 'RPG', 'Strategy']",2015-07-13,"['Free to Play', 'Card Game', 'Board Game', 'RPG', 'Strategy', 'Turn-Based', 'Multiplayer', 'Co-op', 'Fantasy', 'Singleplayer', 'Tactical RPG', 'Turn-Based Strategy', 'Dungeon Crawler', 'Comedy', 'Tactical', 'Indie', 'Funny', 'Trading Card Game', 'Turn-Based Combat', 'Turn-Based Tactics']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Includes level editor']",0.0,Very Positive,80
"['Action', 'Indie', 'Strategy']",2015-07-23,"['Horror', 'Survival Horror', 'Singleplayer', 'First-Person', 'Robots', 'Dark', 'Difficult', 'Point & Click', 'Survival', 'Psychological Horror', 'Strategy', 'Indie', 'Story Rich', 'Atmospheric', 'Action', 'Family Friendly', 'Simulation', 'Illuminati', 'Animation & Modeling', 'Memes']",['Single-player'],7.99,Very Positive,51
"['Adventure', 'Indie']",2015-07-24,"['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",12.99,Mostly Positive,65
"['Action', 'Adventure', 'Indie', 'RPG']",2015-07-24,"['Action RPG', 'RPG', 'Hack and Slash', 'Adventure', 'Co-op', 'Action', 'Isometric', 'Multiplayer', 'Loot', 'Indie', 'Dungeon Crawler', 'Controller', 'Local Co-Op', 'Singleplayer', 'Fantasy', 'Online Co-Op']","['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,75
"['Adventure', 'Indie']",2015-07-31,"['Indie', 'Adventure', 'Puzzle', 'First-Person', 'Psychological Horror', 'Horror', 'Singleplayer', 'Controller']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",4.99,Mixed,43
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2008-03-07,"['Free to Play', 'Strategy', 'Massively Multiplayer', 'Indie', 'Multiplayer', 'RTS', 'Fantasy']","['Multi-player', 'MMO', 'Co-op']",0.0,Mixed,61
['RPG'],2015-08-04,"['Anime', 'JRPG', 'RPG', 'Cute', 'Singleplayer', 'Turn-Based', 'Fantasy', 'Great Soundtrack', 'Visual Novel', 'Nudity', 'Comedy', 'Story Rich', 'Action', 'Adventure', 'Romance']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,Very Positive,66
"['Action', 'Adventure', 'Indie']",2015-08-05,"['Indie', 'Action', 'Adventure', 'Platformer', 'Colorful', 'Difficult', 'GameMaker', '2D', 'Great Soundtrack', 'Puzzle-Platformer', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,Very Positive,68
"['Action', 'Indie']",2015-08-10,"['Action', 'Indie', 'Ninja', 'Platformer', 'Fast-Paced']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,Very Positive,70
"['Action', 'Indie', 'Sports']",2015-08-11,"['Indie', 'Sports', 'Action', '4 Player Local', 'Great Soundtrack', 'Local Multiplayer', 'Local Co-Op', 'Singleplayer', 'Difficult']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",14.99,Very Positive,82
"['Indie', 'Simulation']",2015-08-12,"['Hacking', 'Simulation', 'Indie', 'Singleplayer', 'Great Soundtrack', 'Typing', 'Story Rich', 'Programming', 'Cyberpunk', 'Puzzle', 'Adventure', 'Sci-fi', '2D', 'Atmospheric']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",9.99,Very Positive,82
['Indie'],2015-08-14,"['Indie', 'Platformer', 'Pixel Graphics', 'Difficult', 'Rogue-lite', 'Replay Value', 'Rogue-like', 'Action', 'Controller', '2D', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,Very Positive,58
"['Action', 'RPG']",2015-08-18,"['RPG', 'JRPG', 'Action', 'Fantasy', 'Story Rich', 'Great Soundtrack', 'Anime', 'Action RPG', 'Singleplayer', 'Adventure', 'Third Person', 'Hack and Slash', 'Open World', 'Nudity']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,Mixed,69
"['Action', 'Adventure']",2015-08-18,"['Zombies', 'Survival', 'Action', 'Survival Horror', 'First-Person', 'Horror', 'Open World', 'Adventure', 'Multiplayer', 'Gore', 'Singleplayer', 'FPS', 'Perma Death', 'Atmospheric', 'Violent', 'Shooter', 'Crafting', 'Co-op', 'Post-apocalyptic', 'Rogue-like']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,Mixed,65
"['Action', 'Indie', 'RPG']",2015-08-19,"['Indie', 'Action', 'RPG', 'Pixel Graphics', 'Co-op', 'Action RPG', 'Fantasy', 'Fast-Paced', 'Platformer', 'Rogue-like', '2D', 'Local Co-Op']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",13.99,Mixed,68
"['Casual', 'Free to Play', 'Indie', 'Simulation']",2015-08-19,"['Free to Play', 'Relaxing', 'Simulation', 'Casual', 'Singleplayer', 'Atmospheric', 'Indie', 'Sandbox', 'Great Soundtrack', 'Family Friendly', 'Cute']","['Single-player', 'Steam Cloud']",0.0,Very Positive,46
"['Action', 'Indie']",2015-08-20,"['Indie', 'Action', ""Shoot 'Em Up"", 'Fantasy', 'Medieval', '2D', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",6.99,Very Positive,55
['RPG'],2007-10-19,"['RPG', 'Sci-fi']",['Single-player'],7.99,Positive,55
"['Action', 'Adventure', 'Indie']",2015-08-24,"['Adventure', 'Indie', 'Action', 'Platformer', 'Short', 'Puzzle', '2D', 'Puzzle-Platformer', 'Robots']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,Very Positive,66
"['Adventure', 'Indie']",2015-08-25,"['Adventure', 'Indie', 'Walking Simulator', 'Exploration']","['Single-player', 'Full controller support', 'Captions available']",7.99,Mixed,49
"['Adventure', 'Indie']",2015-08-27,"['Psychological Horror', 'Story Rich', 'Point & Click', 'Horror', 'Adventure', 'Puzzle', 'Dark', 'Indie', 'Atmospheric', 'Female Protagonist', 'Singleplayer', 'Gore', 'Psychological', 'Surreal', 'Fantasy', 'Great Soundtrack', 'Dark Fantasy', '2D', 'Hand-drawn', 'Hidden Object']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,Overwhelmingly Positive,70
"['Indie', 'Simulation', 'Strategy']",2015-08-27,"['Management', 'Simulation', 'Strategy', 'Indie', 'Puzzle', 'Economy', 'Singleplayer', 'Isometric', 'Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",24.99,Mostly Positive,72
"['Adventure', 'Indie']",2015-08-27,"['Adventure', 'Indie', 'Stealth', 'Noir']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",6.99,Mixed,55
"['Action', 'Adventure', 'Indie']",2015-09-01,"['Adventure', 'Indie', 'Action', 'Metroidvania', 'Exploration', 'Fast-Paced', 'Female Protagonist', 'Platformer']","['Single-player', 'Steam Achievements', 'Full controller support']",9.99,Mostly Negative,53
"['Action', 'Adventure']",2015-09-01,"['Open World', 'Action', 'Post-apocalyptic', 'Driving', 'Survival', 'Singleplayer', 'Adventure', 'Third Person', 'Racing', 'Exploration', 'Atmospheric', 'Story Rich', 'RPG', 'Third-Person Shooter', 'Sandbox', 'Shooter', 'Multiplayer', 'War', 'Sci-fi', 'First-Person']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,73
['Strategy'],2015-09-01,"['Strategy', 'Historical', 'Grand Strategy', 'Singleplayer', 'Simulation']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']",59.99,Very Positive,70
"['Action', 'Adventure']",2015-09-01,"['Stealth', 'Open World', 'Story Rich', 'Action', 'Tactical', 'Cinematic', 'Great Soundtrack', 'Third Person', 'Singleplayer', 'Atmospheric', 'Horses', 'Multiplayer', 'Adventure', 'Third-Person Shooter', 'Replay Value', 'Shooter', 'Sandbox', 'Dark', 'Sci-fi', 'Heist']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']",19.99,Very Positive,91
"['Action', 'Free to Play']",2015-09-08,"['Free to Play', 'MOBA', 'Multiplayer', 'Action', 'Third Person', 'Mythology', 'Team-Based', 'Competitive', 'Strategy', 'Co-op', 'PvP', 'Massively Multiplayer', 'RPG', 'e-sports', 'MMORPG', 'Adventure', 'Funny', 'Survival', 'Casual', 'Nudity']","['Multi-player', 'Steam Achievements', 'Steam Trading Cards']",0.0,Very Positive,83
"['Action', 'Indie']",2015-09-08,"['Indie', 'Platformer', 'Stealth', 'Difficult', 'Action', 'Pixel Graphics', 'Great Soundtrack', 'Retro', '2D', 'Singleplayer', 'Ninja', 'Noir', 'Cinematic', 'Story Rich', 'Anime']","['Single-player', 'Full controller support', 'Steam Trading Cards', 'Captions available']",9.99,Mostly Positive,68
"['RPG', 'Strategy']",2015-09-10,"['Strategy', 'RPG', 'Tactical', 'Turn-Based', 'Turn-Based Tactics', 'Singleplayer', 'Turn-Based Strategy', 'Story Rich', 'Fantasy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,Mixed,75
"['Adventure', 'Indie']",2015-09-10,"['Adventure', 'Point & Click', 'Indie', 'Pixel Graphics', 'Great Soundtrack', '2D', 'Colorful', 'Singleplayer', 'Surreal', 'Kickstarter', 'Cute', 'Survival Horror', 'Story Rich', 'Open World']",['Single-player'],9.99,Overwhelmingly Positive,80
"['Indie', 'RPG']",2015-09-15,"['Great Soundtrack', 'Story Rich', 'Choices Matter', 'Funny', 'Multiple Endings', 'RPG', 'Pixel Graphics', 'Singleplayer', 'Indie', 'Comedy', '2D', 'Replay Value', 'Bullet Hell', 'Cute', 'Memes', 'Retro', 'Dark', 'Dating Sim', 'Psychological Horror', 'Horror']","['Single-player', 'Steam Trading Cards']",9.99,Overwhelmingly Positive,92
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-09-16,"['Strategy', 'Casual', 'Trains', 'Simulation', 'Puzzle', 'Indie', 'Management', 'Singleplayer', 'Building', 'Action', 'Resource Management', 'Sandbox', 'Real-Time with Pause', 'Family Friendly', 'Relaxing', 'Economy', 'Funny', 'City Builder', 'Replay Value', 'Historical']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,Very Positive,69
"['Adventure', 'Indie']",2015-09-17,"['Horror', 'Adventure', 'Atmospheric', 'Indie', 'First-Person', 'Difficult', 'Dark', 'Controller', 'Survival Horror', 'Replay Value', 'Dungeon Crawler']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",11.99,Positive,40
"['Action', 'Adventure', 'Indie']",2015-09-21,"['Horror', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Psychological Horror', 'First-Person', 'Singleplayer', 'Adventure', 'Survival Horror', 'Underwater', 'Robots', 'Indie', 'Stealth', 'Action', 'Puzzle', 'Walking Simulator', 'Great Soundtrack', 'Survival', 'Gore', 'Moddable']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",29.99,Overwhelmingly Positive,84
"['Action', 'Adventure', 'Indie']",2015-09-29,"['Adventure', 'Mythology', 'Action', 'Indie', 'Female Protagonist', 'Hand-drawn', 'Difficult', 'Atmospheric', 'Exploration', 'Singleplayer', 'Great Soundtrack', 'Isometric', '2D', 'Fantasy', 'Kickstarter', 'Controller']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Very Positive,79
"['Adventure', 'Indie']",2015-09-30,"['Adventure', 'Indie', 'Point & Click', 'Comedy', 'Puzzle', 'Kickstarter', 'Great Soundtrack', 'Singleplayer', 'Atmospheric']",['Single-player'],9.99,Mixed,57
"['Indie', 'Simulation', 'Strategy']",2015-10-06,"['Simulation', 'Building', 'Strategy', 'Management', 'Sandbox', 'Singleplayer', 'Indie', '2D', 'Resource Management', 'Economy', 'Base Building', 'Moddable', 'Top-Down', 'City Builder', 'Replay Value', 'Casual', 'Action', 'Comedy', 'Funny', 'RTS']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",29.99,Very Positive,83
['Indie'],2015-10-09,"['Indie', 'Horror', 'Story Rich', 'Psychological', 'Point & Click', 'Psychological Horror']","['Single-player', 'Steam Trading Cards', 'Captions available']",7.99,Very Positive,68
"['Action', 'Adventure', 'Indie']",2015-10-15,"['Platformer', 'Indie', 'Action', 'Difficult', 'Pixel Graphics', 'Rogue-like', 'Rogue-lite', 'Retro', 'Fast-Paced', 'Arcade', '2D', 'Adventure', ""Shoot 'Em Up"", 'Procedural Generation', 'Great Soundtrack', 'GameMaker', 'Singleplayer', 'Shooter']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",2.99,Overwhelmingly Positive,81
"['Action', 'Adventure', 'Indie']",2015-10-15,"['Indie', 'Adventure', 'Action', 'Puzzle', 'Platformer', 'Puzzle-Platformer', 'Experimental', '2D', 'Physics', 'Atmospheric', 'Music', 'Post-apocalyptic', 'Difficult']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,Very Positive,78
"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-15,"['America', 'Action', 'Pixel Graphics', 'Co-op', '2D', 'Platformer', 'Indie', 'Local Co-Op', 'Multiplayer', 'Side Scroller', 'Retro', 'Shooter', 'Funny', 'Gore', 'Local Multiplayer', 'Comedy', 'Adventure', 'Arcade', 'Casual', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Full controller support', 'Includes level editor']",14.99,Overwhelmingly Positive,83
"['Action', 'Adventure', 'RPG', 'Strategy']",2015-10-16,"['Warhammer 40K', 'Strategy', 'RPG', 'Turn-Based', 'Adventure', 'Action', 'Games Workshop', 'Turn-Based Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,Mixed,74
['RPG'],2015-10-19,"['JRPG', 'Anime', 'RPG', 'Fantasy', 'Story Rich', 'Open World', 'Action RPG', 'Adventure', 'Great Soundtrack', 'Singleplayer', 'Action', 'Multiplayer', 'Co-op', 'Action-Adventure', 'Local Co-Op', 'Cute', 'Atmospheric', 'Hack and Slash', 'Third Person', 'Female Protagonist']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",49.99,Very Positive,77
"['Adventure', 'Simulation']",2015-10-21,"['Adventure', 'Simulation', 'Singleplayer', 'Great Soundtrack', 'Historical', 'Atmospheric', 'Point & Click']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,Mostly Negative,47
"['Indie', 'Simulation', 'Strategy']",2015-10-21,"['Strategy', 'Pixel Graphics', 'Survival', '2D', 'Indie', 'Medieval', 'Tower Defense', 'Singleplayer', 'Side Scroller', 'Resource Management', 'Great Soundtrack', 'Simulation', 'City Builder', 'Rogue-like', 'Atmospheric', 'Casual', 'Difficult', 'Action', 'Adventure', 'Female Protagonist']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,Very Positive,74
['Adventure'],2015-10-27,"['Horror', 'Psychological Horror', 'Walking Simulator', 'First-Person', 'Singleplayer', 'Atmospheric', 'Adventure', 'Exploration', 'Mystery', 'Short', 'Psychological', 'Story Rich', 'Thriller', 'Great Soundtrack', 'Indie', 'Gore', 'Illuminati', 'Open World']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",12.99,Mixed,67
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-10-27,"['RPG', 'Turn-Based', 'Co-op', 'Adventure', 'Strategy', 'Fantasy', 'Party-Based RPG', 'Open World', 'Turn-Based Combat', 'Local Co-Op', 'Story Rich', 'Isometric', 'Singleplayer', 'CRPG', 'Character Customization', 'Indie', 'Split Screen', 'Great Soundtrack', 'Multiplayer', 'Turn-Based Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",39.99,Very Positive,94
