price,metascore,Racing,RPG,Strategy,Free to Play,Adventure,Action,Casual,Simulation,Massively Multiplayer,Indie,Early Access,Sports,year
14.99,20,0,0,1,0,0,1,0,0,0,0,0,0,2013
9.99,73,0,0,1,0,0,1,0,0,0,1,0,0,2013
9.99,72,0,0,1,0,0,0,0,0,0,1,0,0,2013
4.99,69,0,0,0,0,0,1,0,0,0,0,0,0,2013
14.99,67,0,0,0,0,0,1,0,0,0,0,0,0,2013
9.99,67,0,0,0,0,0,0,0,0,0,1,0,0,2013
9.99,75,0,0,0,0,1,1,1,0,0,1,0,0,2013
9.99,64,0,1,0,0,0,0,0,0,0,1,0,0,2012
4.99,80,0,0,0,0,1,1,0,0,0,0,0,0,2013
14.99,66,0,0,0,0,1,1,1,0,0,0,0,0,2013
24.99,73,0,0,1,0,0,0,0,0,0,0,0,0,2013
24.99,58,0,0,1,0,0,0,0,0,0,1,0,0,2013
9.99,72,0,0,1,0,0,0,0,0,0,0,0,0,2013
14.99,79,0,0,0,0,0,1,0,0,0,1,0,0,2015
9.99,69,0,0,0,0,1,0,0,0,0,1,0,0,2013
9.99,71,0,0,0,0,1,0,0,0,0,1,0,0,2013
9.99,68,0,0,1,0,0,0,1,1,0,1,0,0,2013
19.99,56,0,0,1,0,0,1,0,0,0,0,0,0,2013
19.99,80,0,0,0,0,1,1,0,0,0,1,0,0,2013
14.99,73,0,0,0,0,1,0,0,0,0,1,0,0,2013
14.99,77,0,0,0,0,0,0,0,1,0,0,0,0,2013
0.0,63,0,1,0,1,0,1,0,0,1,0,0,0,2013
14.99,69,0,0,1,0,0,0,1,0,0,1,0,0,2013
14.99,69,0,0,0,0,1,1,1,0,0,1,0,0,2013
4.99,77,0,0,0,0,1,1,0,0,0,1,0,0,2013
6.99,58,1,0,0,0,0,1,0,1,0,0,0,1,2013
19.99,68,0,0,1,0,1,1,1,0,0,0,0,0,2013
19.99,52,0,0,0,0,0,1,0,0,0,0,0,0,2013
6.99,86,0,0,0,0,0,0,0,1,0,0,0,0,2001
14.99,88,0,0,0,0,1,0,0,0,0,1,0,0,2013
7.99,78,0,0,0,0,0,0,1,0,0,1,0,0,2013
24.99,85,0,0,0,0,1,0,0,0,0,0,0,0,2013
4.99,80,0,0,0,0,0,1,0,0,0,1,0,0,2013
6.99,77,0,1,0,0,0,0,0,0,0,0,0,0,2001
9.99,59,0,0,0,0,1,0,0,0,0,1,0,0,2013
14.99,68,0,1,1,0,1,1,0,1,0,0,0,0,2013
19.99,80,0,0,0,0,1,0,0,0,0,1,0,0,2013
19.99,91,0,1,0,0,0,1,0,0,0,0,0,0,2013
9.99,62,0,0,0,0,1,1,0,0,0,1,0,0,2013
1.99,65,0,0,0,0,0,1,0,0,0,1,0,0,2014
9.99,65,0,0,0,0,1,1,0,0,0,1,0,0,2013
14.99,59,0,0,0,0,1,1,0,0,0,1,0,0,2013
6.99,66,0,0,0,0,1,1,0,0,0,0,0,0,2013
9.99,55,0,0,0,0,1,1,0,0,0,0,0,0,2008
24.99,59,0,0,0,0,1,1,0,0,0,0,0,0,2013
13.98,79,0,1,0,0,0,1,0,1,0,0,0,0,2013
9.99,81,0,0,0,0,0,1,0,0,0,1,0,0,2013
14.99,82,0,1,1,0,1,0,1,0,0,1,0,0,2013
6.99,67,0,0,0,0,0,1,0,0,0,1,0,0,2013
19.99,49,0,0,1,0,0,0,0,1,0,0,0,0,2013
9.99,77,0,1,0,0,0,1,0,0,0,1,0,0,2013
9.99,67,0,1,1,0,0,0,0,1,0,1,0,0,2013
9.99,68,0,0,0,0,1,1,0,0,0,1,0,0,2013
8.99,73,0,0,0,0,0,1,0,0,0,0,0,0,2013
29.99,86,0,0,1,0,0,0,0,0,0,0,0,0,2013
9.99,61,0,0,1,0,0,1,0,0,0,1,0,0,2013
9.99,77,0,1,1,0,0,0,0,1,0,0,0,0,2013
4.99,75,0,1,0,0,0,1,0,0,0,1,0,0,2013
4.99,39,0,0,0,0,1,0,0,0,0,1,0,0,2013
4.99,78,0,0,1,0,0,1,0,0,0,0,0,0,2001
6.99,82,0,0,0,0,1,0,0,0,0,0,0,0,1997
4.99,66,0,0,0,0,1,0,0,0,0,0,0,0,2004
4.99,68,0,0,0,0,1,0,0,0,0,0,0,0,2002
14.99,55,0,0,0,0,1,1,0,0,0,1,0,0,2013
9.99,81,0,0,0,0,1,0,0,0,0,1,0,0,2012
4.99,66,0,0,0,0,0,0,1,0,0,1,0,0,2013
0.0,74,0,1,0,1,1,1,0,0,1,0,0,0,2013
5.99,74,0,0,0,0,0,0,0,0,0,1,0,0,2014
7.99,80,0,1,0,0,1,1,0,0,0,0,0,0,2005
14.99,69,0,0,0,0,1,1,0,0,0,0,0,0,2006
4.99,64,0,0,0,0,0,1,0,0,0,0,0,0,2005
9.99,66,0,1,0,0,1,1,0,0,0,1,0,0,2014
9.99,81,0,0,0,0,0,1,0,0,0,1,0,1,2014
4.99,55,0,0,0,0,0,1,0,0,0,1,0,0,2014
9.99,74,0,0,1,0,0,1,0,0,0,1,0,0,2014
4.99,73,0,1,0,0,1,0,0,0,0,1,0,0,2013
14.99,74,0,1,0,0,0,1,0,0,0,1,0,0,2014
15.99,58,0,0,1,0,0,0,0,0,1,1,0,0,2014
9.99,80,0,0,1,0,0,0,0,0,0,0,0,0,2001
7.99,77,0,0,1,0,0,0,0,0,0,1,0,0,2014
14.99,69,0,0,0,0,1,1,0,0,0,1,0,0,2014
14.99,45,0,1,1,0,1,0,0,0,0,0,0,0,2014
14.99,66,0,0,0,0,1,0,0,0,0,1,0,0,2014
9.99,67,0,1,0,0,1,0,0,0,0,1,0,0,2014
9.99,84,0,0,0,0,0,1,0,0,0,1,0,0,2014
9.99,66,0,1,0,0,0,0,0,0,0,1,0,0,2013
39.99,58,0,0,0,0,1,1,0,0,0,0,0,0,2014
7.99,51,0,1,1,0,0,0,0,0,0,1,0,0,2014
9.99,53,0,1,0,0,0,1,0,0,0,1,0,0,2014
0.99,62,0,0,0,0,1,0,0,0,0,1,0,0,2014
14.99,87,0,0,0,0,0,1,0,0,0,1,0,0,2014
9.99,60,0,0,0,0,0,1,1,0,0,1,0,0,2014
9.99,45,0,1,0,0,1,1,0,0,0,0,0,0,2014
9.99,80,0,0,0,0,0,1,0,1,0,1,0,0,2014
14.99,80,0,0,0,0,0,1,0,0,0,0,0,0,2014
19.99,72,0,0,0,0,0,1,0,0,0,1,0,0,2014
19.99,76,0,1,0,0,1,1,0,0,0,1,0,0,2014
9.99,71,0,0,0,0,1,0,0,0,0,0,0,0,2011
9.99,52,0,0,0,0,0,1,0,0,0,0,0,0,2004
3.99,77,0,0,1,0,0,0,0,0,0,0,0,0,2004
3.99,54,0,0,0,0,0,1,0,0,0,0,0,0,2006
4.99,77,0,0,0,0,1,0,0,0,0,1,0,0,2014
4.99,61,0,0,0,0,1,0,0,0,0,1,0,0,2013
9.99,79,0,1,0,0,0,1,0,0,0,1,0,0,2014
5.99,53,0,0,0,0,1,0,0,0,0,0,0,0,1996
2.99,70,0,0,0,0,0,1,0,0,0,0,0,0,2014
4.99,67,0,0,0,0,1,0,1,0,0,0,0,0,2014
2.99,35,0,1,0,0,0,0,0,0,0,0,0,0,2004
2.99,65,1,0,0,0,0,0,1,0,0,0,0,0,2003
9.99,73,0,0,1,0,0,0,0,0,0,0,0,0,2002
4.99,70,0,0,0,0,1,0,1,0,0,0,0,0,2014
3.99,41,0,0,1,0,0,0,0,1,0,0,0,0,2006
7.99,56,0,0,0,0,0,1,0,0,0,1,0,0,2014
2.99,57,1,0,0,0,0,0,0,0,0,1,0,1,2014
14.99,72,0,0,0,0,1,0,1,0,0,1,0,0,2014
9.99,64,0,0,1,0,0,0,0,0,0,0,0,0,2003
4.99,72,0,0,0,0,0,1,0,0,0,1,0,0,2014
19.99,72,0,0,0,0,1,1,0,0,0,1,0,0,2014
14.99,55,0,0,0,0,1,0,0,0,0,1,0,0,2014
14.99,85,0,0,0,0,1,1,1,0,0,1,0,0,2014
4.99,67,0,0,0,0,1,0,0,0,0,1,0,0,2008
9.99,72,0,0,0,0,1,0,1,0,0,1,0,0,2014
29.99,68,0,0,1,0,0,1,0,1,0,0,0,0,2014
3.99,72,0,0,1,0,0,0,0,0,0,0,0,0,2006
19.99,75,0,1,1,0,0,0,0,1,0,0,0,0,2014
9.99,84,0,0,1,0,0,0,0,1,0,0,0,0,2014
9.99,70,0,0,1,0,0,1,0,0,0,1,0,0,2014
7.99,74,0,0,0,0,1,0,1,0,0,1,0,0,2014
9.99,76,0,0,0,0,1,1,0,0,0,1,0,0,2014
5.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2014
4.99,57,0,1,0,0,0,1,0,1,1,1,0,0,2014
19.99,59,0,0,0,0,1,1,0,0,0,1,0,0,2014
4.99,68,0,0,0,0,1,0,1,0,0,1,0,0,2014
29.99,52,0,0,0,0,0,1,0,0,0,0,0,0,2014
24.99,77,0,0,1,0,0,0,0,1,0,1,0,0,2014
9.99,65,0,0,0,0,1,0,0,0,0,0,0,0,2003
19.99,76,1,0,0,0,0,0,0,1,0,0,0,1,2014
39.99,87,0,1,1,0,1,0,0,0,0,1,0,0,2014
0.0,62,0,0,0,1,0,1,0,0,1,0,0,0,2014
9.99,72,0,0,1,0,1,1,1,0,0,1,0,0,2014
4.99,79,0,0,1,0,0,0,0,1,0,0,0,0,2014
9.99,60,0,0,1,0,0,0,0,0,0,0,0,0,2014
19.99,63,0,0,1,0,0,0,0,0,0,0,0,0,2014
2.99,66,0,0,0,0,1,0,1,0,0,0,0,0,2001
9.99,82,0,0,0,0,0,0,0,0,0,1,0,0,2014
14.99,83,0,0,0,0,0,1,0,0,0,1,0,0,2014
6.99,70,0,0,0,0,0,1,0,0,0,1,0,0,2014
4.99,73,0,0,0,0,1,0,0,0,0,1,0,0,2014
19.99,85,0,1,0,0,0,0,0,0,0,0,0,0,2014
14.99,57,0,1,0,0,0,1,0,0,0,0,0,0,2014
2.99,78,1,0,0,0,0,0,0,0,0,0,0,1,2014
14.99,75,0,0,0,0,0,0,0,0,0,1,0,0,2014
9.99,59,0,0,0,0,0,1,0,1,0,1,0,0,2014
3.99,63,0,0,0,0,0,1,0,1,0,0,0,0,2004
14.99,56,0,0,0,0,0,1,0,0,0,1,0,0,2014
14.99,80,0,0,0,0,1,1,0,0,0,1,0,0,2014
14.99,68,0,0,0,0,1,0,0,0,0,1,0,0,2014
2.99,63,0,0,0,0,1,0,0,0,0,0,0,0,2003
14.99,80,0,0,0,0,0,1,0,0,0,1,0,0,2014
19.99,78,0,0,0,0,1,0,0,0,0,1,0,0,2014
19.99,76,0,0,0,0,0,1,0,0,0,0,0,0,2014
39.99,69,0,1,0,0,0,1,0,0,0,1,0,0,2014
14.99,60,0,1,0,0,1,1,0,0,0,0,0,0,2013
19.99,76,0,0,1,0,0,1,0,1,0,1,0,0,2014
29.99,61,0,0,0,0,1,1,0,0,0,0,0,0,2014
29.99,82,0,1,1,0,0,0,0,0,0,0,0,0,2014
0.0,76,0,1,1,1,1,0,0,0,1,0,0,0,2014
9.99,72,0,0,0,0,0,1,0,0,0,1,0,0,2014
9.99,54,0,0,0,0,0,1,0,0,0,0,0,0,2006
11.99,82,0,1,1,0,0,0,0,0,0,0,0,0,2014
39.99,87,0,1,1,0,1,0,0,0,0,1,0,0,2014
49.99,65,0,0,1,0,0,0,0,1,0,0,0,0,2014
14.99,81,0,0,1,0,0,0,0,0,0,1,0,0,2014
14.99,73,0,1,0,0,0,0,0,0,0,0,0,0,2014
29.99,77,0,0,0,0,1,0,0,0,0,0,0,0,2014
9.99,84,0,0,0,0,1,1,0,0,0,0,0,0,2014
4.99,66,0,0,0,0,1,0,0,0,0,1,0,0,2014
9.99,63,0,0,0,0,1,0,0,0,0,1,0,0,2014
19.99,61,0,0,0,0,1,1,0,0,0,0,0,0,2009
29.99,71,0,0,0,0,0,1,0,0,0,0,0,0,2014
14.99,68,0,1,0,0,1,0,1,0,0,0,0,0,2014
9.99,84,0,0,0,0,0,1,0,0,0,0,0,0,2003
18.99,71,0,1,0,0,0,1,0,0,0,1,0,0,2017
19.99,68,0,0,0,0,0,1,0,0,0,0,0,0,2014
14.99,84,0,0,1,0,0,0,0,1,0,1,0,0,2014
29.99,61,1,0,0,0,0,0,0,0,0,0,0,1,2014
14.99,71,0,0,0,0,0,1,0,0,0,1,0,0,2014
9.99,49,0,0,1,0,0,0,0,1,0,1,0,0,2014
9.99,66,1,0,0,0,0,1,0,0,0,1,0,0,2014
19.99,64,0,0,0,0,0,0,0,1,0,0,0,0,2014
9.99,70,0,1,1,0,0,0,0,0,0,1,0,0,2014
3.99,66,0,1,0,0,1,0,0,0,0,1,0,0,2014
14.99,69,1,0,0,0,0,0,0,0,0,0,0,0,2014
29.99,72,0,1,1,0,0,0,0,0,0,0,0,0,2014
14.99,76,0,0,0,0,1,0,0,0,0,1,0,0,2014
19.99,57,0,0,0,0,1,0,0,0,0,1,0,0,2014
4.99,63,0,1,1,0,1,0,1,0,0,1,0,0,2014
29.99,80,0,0,0,0,1,1,0,0,0,0,0,0,2014
4.99,55,0,0,0,0,0,1,0,0,0,1,0,0,2014
14.99,52,0,0,0,0,1,0,0,0,0,0,0,0,2014
7.99,73,0,0,0,0,0,0,1,0,0,1,0,0,2014
9.99,68,0,0,1,0,1,0,0,0,0,0,0,0,2014
14.99,78,0,1,0,0,1,0,0,0,0,1,0,0,2014
19.99,65,0,0,0,0,1,1,1,0,0,1,0,0,2014
9.99,78,0,1,0,0,1,0,0,0,0,1,0,0,2014
12.99,68,0,0,0,0,0,0,0,0,0,1,0,0,2014
4.99,59,0,0,0,0,0,1,0,0,0,1,0,0,2014
19.99,80,0,0,0,0,1,1,0,0,0,0,0,0,2014
14.99,84,1,0,0,0,0,1,1,0,0,1,0,1,2016
3.99,61,0,0,0,0,0,1,0,0,0,1,0,0,2015
19.99,78,0,1,1,0,1,0,0,0,0,1,0,0,2015
4.99,57,0,0,0,0,1,0,1,0,0,1,0,0,2015
6.99,49,0,0,0,0,1,1,0,0,0,1,0,0,2015
19.99,82,0,0,0,0,1,1,0,0,0,0,0,0,2015
29.99,77,0,0,1,0,0,0,0,0,0,0,0,0,2015
9.99,61,0,1,0,0,1,1,0,0,0,1,0,0,2009
9.99,66,0,0,0,0,1,0,1,0,0,0,0,0,2015
9.99,77,0,0,0,0,0,1,0,0,0,1,0,0,2015
4.99,76,0,1,1,0,1,1,1,0,0,1,0,0,2015
14.99,78,0,1,0,0,1,1,0,0,0,1,0,0,2015
18.99,81,0,1,0,0,1,0,0,0,0,1,0,0,2015
19.99,78,0,1,0,0,0,1,0,0,0,1,0,0,2015
14.99,66,0,1,0,0,1,1,0,0,0,1,0,0,2015
6.99,66,0,0,0,0,1,0,0,0,0,1,0,0,2015
19.99,87,0,0,0,0,1,1,0,0,0,1,0,0,2015
34.99,86,0,0,1,0,0,0,0,1,0,0,0,0,2015
14.99,70,0,0,0,0,1,1,0,0,0,0,0,0,2015
14.99,68,0,0,0,0,1,0,0,0,0,0,0,0,2015
4.99,67,0,0,0,0,0,1,0,0,0,1,0,0,2015
14.99,58,0,0,0,0,1,0,1,0,0,1,0,0,2015
14.99,64,0,0,1,0,0,0,0,0,0,0,0,0,2015
14.99,74,0,1,0,0,1,1,0,0,0,1,0,0,2015
9.99,55,0,0,0,0,1,1,0,0,0,1,0,0,2015
9.99,62,0,0,1,0,0,0,0,0,0,0,0,0,2015
9.99,80,0,0,1,0,0,0,0,1,0,0,0,0,2001
14.99,75,0,1,1,0,0,0,0,0,0,1,0,0,2015
0.0,80,0,1,0,1,0,0,0,0,1,0,0,0,2015
14.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2005
39.99,68,1,0,0,0,0,0,0,1,0,0,0,1,2015
11.99,74,0,0,0,0,1,1,0,0,0,1,0,0,2015
9.99,69,0,0,1,0,0,1,0,0,0,1,0,0,2015
9.99,63,0,0,0,0,1,0,1,0,0,1,0,0,2010
39.99,79,0,1,0,0,0,1,0,0,0,0,0,0,2015
29.99,65,0,0,1,0,0,0,0,0,0,1,0,0,2015
14.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2008
12.99,59,0,0,0,0,0,1,0,0,0,0,0,0,2015
9.99,70,0,0,0,0,0,0,0,0,0,1,0,0,2015
19.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2015
14.99,66,0,0,0,0,1,1,0,0,0,1,0,0,2015
5.99,68,0,0,0,0,1,0,0,0,0,1,0,0,2015
14.99,72,0,1,1,0,1,1,0,0,0,1,0,0,2015
9.99,76,1,0,0,0,1,1,0,0,0,1,0,0,2015
9.99,81,0,0,0,0,0,1,1,0,0,0,0,0,2015
14.99,87,0,1,0,0,0,1,0,0,0,1,0,0,2015
3.99,56,0,0,0,0,0,1,0,1,0,0,0,0,2004
19.99,70,0,1,1,0,0,0,0,1,0,0,0,0,2015
0.0,77,0,1,0,1,1,1,0,0,1,0,0,0,2015
4.99,47,0,0,0,0,1,0,0,0,0,1,0,0,2015
9.99,63,0,0,0,0,0,0,0,0,0,1,0,1,2014
14.99,68,0,0,0,0,0,1,1,0,0,1,0,0,2015
14.99,74,1,0,0,0,0,1,0,0,0,1,0,0,2015
9.99,61,0,1,0,0,1,1,0,0,0,1,0,0,2015
29.99,81,0,0,1,0,0,0,0,0,0,1,0,0,2015
17.99,62,0,0,0,0,0,1,0,0,0,1,0,0,2015
14.99,64,0,1,0,0,1,1,0,0,0,1,0,0,2015
9.99,79,0,0,0,0,1,1,0,0,0,1,0,0,2015
5.99,85,0,0,0,0,0,1,0,0,0,1,0,0,2015
9.99,73,0,0,0,0,0,0,0,1,0,1,0,0,2015
14.99,72,0,0,0,0,1,0,0,0,0,1,0,0,2015
19.99,73,0,0,1,0,0,0,0,0,0,1,0,0,2015
8.99,43,0,0,0,0,0,1,0,0,0,1,0,0,2015
4.99,71,0,1,1,0,0,1,1,0,0,1,0,0,2015
12.99,82,0,0,0,0,0,1,0,0,0,1,0,0,2015
19.99,68,0,0,1,0,0,1,0,0,0,1,0,0,2015
19.99,72,0,0,0,0,1,1,0,0,0,0,0,0,2015
19.99,86,1,0,0,0,0,1,0,0,0,1,0,1,2015
39.99,61,1,0,0,0,0,0,0,0,0,0,0,1,2015
9.99,85,0,0,0,0,0,0,1,0,0,0,0,0,2016
14.99,69,0,0,0,0,0,0,0,1,0,1,0,0,2015
0.0,80,0,1,1,1,0,0,0,0,0,0,0,0,2015
7.99,51,0,0,1,0,0,1,0,0,0,1,0,0,2015
12.99,65,0,0,0,0,1,0,0,0,0,1,0,0,2015
19.99,75,0,1,0,0,1,1,0,0,0,1,0,0,2015
4.99,43,0,0,0,0,1,0,0,0,0,1,0,0,2015
0.0,61,0,0,1,1,0,0,0,0,1,1,0,0,2008
29.99,66,0,1,0,0,0,0,0,0,0,0,0,0,2015
4.99,68,0,0,0,0,1,1,0,0,0,1,0,0,2015
14.99,70,0,0,0,0,0,1,0,0,0,1,0,0,2015
14.99,82,0,0,0,0,0,1,0,0,0,1,0,1,2015
9.99,82,0,0,0,0,0,0,0,1,0,1,0,0,2015
4.99,58,0,0,0,0,0,0,0,0,0,1,0,0,2015
29.99,69,0,1,0,0,0,1,0,0,0,0,0,0,2015
19.99,65,0,0,0,0,1,1,0,0,0,0,0,0,2015
13.99,68,0,1,0,0,0,1,0,0,0,1,0,0,2015
0.0,46,0,0,0,1,0,0,1,1,0,1,0,0,2015
6.99,55,0,0,0,0,0,1,0,0,0,1,0,0,2015
7.99,55,0,1,0,0,0,0,0,0,0,0,0,0,2007
9.99,66,0,0,0,0,1,1,0,0,0,1,0,0,2015
7.99,49,0,0,0,0,1,0,0,0,0,1,0,0,2015
14.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2015
24.99,72,0,0,1,0,0,0,0,1,0,1,0,0,2015
6.99,55,0,0,0,0,1,0,0,0,0,1,0,0,2015
9.99,53,0,0,0,0,1,1,0,0,0,1,0,0,2015
19.99,73,0,0,0,0,1,1,0,0,0,0,0,0,2015
59.99,70,0,0,1,0,0,0,0,0,0,0,0,0,2015
19.99,91,0,0,0,0,1,1,0,0,0,0,0,0,2015
0.0,83,0,0,0,1,0,1,0,0,0,0,0,0,2015
9.99,68,0,0,0,0,0,1,0,0,0,1,0,0,2015
14.99,75,0,1,1,0,0,0,0,0,0,0,0,0,2015
9.99,80,0,0,0,0,1,0,0,0,0,1,0,0,2015
9.99,92,0,1,0,0,0,0,0,0,0,1,0,0,2015
9.99,69,0,0,1,0,0,0,1,1,0,1,0,0,2015
11.99,40,0,0,0,0,1,0,0,0,0,1,0,0,2015
29.99,84,0,0,0,0,1,1,0,0,0,1,0,0,2015
14.99,79,0,0,0,0,1,1,0,0,0,1,0,0,2015
9.99,57,0,0,0,0,1,0,0,0,0,1,0,0,2015
29.99,83,0,0,1,0,0,0,0,1,0,1,0,0,2015
7.99,68,0,0,0,0,0,0,0,0,0,1,0,0,2015
2.99,81,0,0,0,0,1,1,0,0,0,1,0,0,2015
14.99,78,0,0,0,0,1,1,0,0,0,1,0,0,2015
14.99,83,0,0,0,0,1,1,1,0,0,1,0,0,2015
14.99,74,0,1,1,0,1,1,0,0,0,0,0,0,2015
49.99,77,0,1,0,0,0,0,0,0,0,0,0,0,2015
14.99,47,0,0,0,0,1,0,0,1,0,0,0,0,2015
4.99,74,0,0,1,0,0,0,0,1,0,1,0,0,2015
12.99,67,0,0,0,0,1,0,0,0,0,0,0,0,2015
39.99,94,0,1,1,0,1,0,0,0,0,1,0,0,2015
8.99,84,0,0,0,0,1,0,0,0,0,1,0,0,2015
10.99,85,0,0,0,0,1,1,0,0,0,0,0,0,2015
39.99,72,0,0,1,0,0,0,0,1,0,0,0,0,2015
59.99,73,0,0,0,0,1,1,0,0,0,0,0,0,2015
44.99,79,0,1,0,0,1,1,0,0,0,1,0,0,2015
9.99,82,0,0,0,0,1,1,0,0,0,1,0,0,2015
39.99,63,0,1,0,0,0,1,0,1,0,1,0,0,2015
39.99,74,0,1,1,0,0,0,0,0,0,0,0,0,2015
6.99,69,0,0,0,0,0,1,0,0,0,1,0,0,2015
9.99,66,0,1,0,0,1,1,0,0,0,0,0,0,2015
24.99,68,1,0,0,0,0,0,0,1,0,0,0,1,2015
49.99,74,0,0,0,0,1,1,0,0,0,0,0,0,2015
19.99,69,0,0,1,0,0,0,0,1,0,1,0,0,2015
49.99,80,0,0,0,0,0,1,0,0,0,0,0,0,2015
29.99,84,0,0,0,0,0,1,0,0,0,0,0,0,2015
9.99,54,0,0,0,0,1,0,0,0,0,1,0,0,2015
9.99,73,0,1,1,0,0,0,0,0,0,1,0,0,2016
14.99,61,0,1,1,0,0,0,0,0,0,1,0,0,2016
9.99,78,0,0,0,0,1,0,0,0,0,1,0,0,2016
19.99,80,0,0,0,0,1,0,0,0,0,1,0,0,2016
29.99,81,0,1,0,0,1,1,0,0,0,0,0,0,2016
49.99,79,0,0,1,0,0,0,0,0,0,0,0,0,2016
39.99,87,0,0,0,0,1,0,0,0,0,1,0,0,2016
0.0,63,0,0,1,1,0,0,0,0,1,1,0,0,2016
19.99,79,0,1,0,0,0,1,0,0,0,0,0,0,2016
10.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,71,0,0,0,0,0,1,0,0,0,0,0,0,2004
6.99,54,0,0,0,0,1,0,0,0,0,1,0,0,2016
4.99,40,0,0,1,0,1,0,0,0,0,1,0,0,2016
14.99,68,0,1,0,0,0,1,0,0,0,1,0,0,2016
9.99,58,0,0,0,0,0,1,0,0,0,1,0,0,2016
19.99,72,0,0,0,0,1,0,0,0,0,1,0,0,2016
39.99,74,0,0,0,0,0,1,0,0,0,0,0,0,2016
9.99,64,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,43,0,0,0,0,0,1,0,0,0,0,0,0,2016
9.99,59,0,0,1,0,0,0,0,1,0,1,0,0,2016
9.99,78,0,1,0,0,0,1,0,0,0,1,0,0,2016
19.99,82,0,0,0,0,1,0,0,0,0,0,0,0,2016
14.99,73,0,0,0,0,1,1,0,0,0,1,0,0,2016
7.99,72,0,0,1,0,0,0,0,0,0,0,0,0,2016
16.99,53,0,0,0,0,1,1,0,0,0,0,0,0,2016
14.99,74,0,1,0,0,0,0,0,0,0,0,0,0,2016
24.99,82,0,0,0,0,0,1,0,0,0,1,0,0,2016
9.99,78,0,1,0,0,1,0,0,0,0,1,0,0,2016
9.99,68,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,82,0,0,0,0,0,1,0,0,0,1,0,0,2016
39.99,40,0,0,0,0,1,1,0,0,0,0,0,0,2016
14.99,63,0,0,0,0,1,0,0,0,0,0,0,0,2016
19.99,81,0,0,0,0,1,0,0,0,0,1,0,0,2016
19.99,66,0,1,0,0,0,1,0,0,0,1,0,0,2016
19.99,80,0,0,0,0,1,0,1,0,0,1,0,0,2016
19.99,84,0,1,0,0,1,1,0,0,0,1,0,0,2016
19.99,74,0,0,0,0,1,0,0,0,0,1,0,0,2015
9.99,67,0,1,0,0,0,1,0,0,0,1,0,0,2016
14.99,53,0,1,0,0,1,1,0,0,0,0,0,0,2016
14.99,71,0,1,0,0,1,0,0,0,0,1,0,0,2016
19.99,58,0,0,0,0,1,1,0,0,0,1,0,0,2016
9.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2016
19.99,88,0,0,0,0,0,1,0,0,0,0,0,0,2016
19.99,78,0,0,1,0,0,0,0,1,0,1,0,0,2016
9.99,52,0,0,0,0,1,1,0,0,0,1,0,0,2016
14.99,59,0,0,0,0,1,0,0,0,0,1,0,0,2016
14.99,77,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,69,0,0,0,0,0,0,1,0,0,1,0,0,2016
24.99,69,0,0,1,0,0,0,0,1,0,0,0,0,2016
11.99,57,0,1,0,0,1,1,0,0,0,1,0,0,2016
29.99,54,0,0,0,0,1,1,0,0,0,0,0,0,2016
17.99,84,0,1,0,0,0,1,0,0,0,1,0,0,2016
14.99,71,0,1,1,0,0,0,0,0,0,1,0,0,2016
19.99,83,0,0,1,0,0,0,0,0,0,1,0,0,2016
9.99,55,1,0,0,0,1,1,1,1,0,1,0,0,2016
19.99,53,0,1,1,0,0,0,0,1,0,1,0,0,2016
9.99,73,0,0,1,0,0,0,0,1,0,1,0,0,2016
49.99,65,0,0,0,0,1,1,0,0,0,0,0,0,2016
14.99,54,1,0,0,0,0,0,0,0,0,0,0,0,2016
9.99,82,0,1,0,0,0,0,0,0,1,0,0,0,2016
19.99,76,0,0,0,0,0,1,0,0,0,0,0,0,2016
9.99,61,0,0,0,0,1,1,0,0,0,1,0,0,2016
9.99,82,0,0,0,0,0,1,0,0,0,1,0,1,2016
34.99,76,0,0,0,0,1,0,0,0,0,0,0,0,2016
49.99,79,0,0,0,0,0,1,0,0,0,0,0,0,2016
9.99,36,0,0,0,0,1,0,0,0,0,1,0,0,2016
14.99,79,0,0,0,0,1,0,0,0,0,1,0,0,2016
6.99,46,0,0,0,0,1,1,0,0,0,1,0,0,2016
7.99,64,0,0,0,0,0,1,0,0,0,1,0,0,2016
14.99,81,0,1,0,0,1,1,1,0,0,1,0,0,2016
14.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2016
5.99,78,0,0,0,0,1,1,1,0,0,1,0,0,2016
19.99,74,0,0,0,0,0,1,0,0,0,0,0,0,2016
19.99,62,0,1,1,0,0,0,0,1,0,0,0,0,2016
14.99,75,1,0,0,0,1,1,0,0,0,1,0,0,2016
19.99,67,0,0,0,0,1,0,0,0,0,0,0,0,2016
29.99,55,0,1,0,0,1,0,0,0,0,0,0,0,2016
2.99,77,0,1,0,0,1,0,0,1,0,1,0,0,2016
9.99,71,0,0,0,0,1,0,1,0,0,1,0,0,2016
